2.3006940833,7.7003481391,4.7037011437
7.2258415389,7.3365032920,7.3038006821
2.5478634438,2.6565209886,2.5167749531
4.7452243417,2.4636663838,7.6918031518
7.7027382366,4.7202867590,2.4808558168
